1,73.32
2,82.62
3,92.72
4,90.32
5,37.01
6,7.94
7,53.11
8,92.57
9,4.93
10,68.97
11,12.75
12,31.25
13,90.24
14,51.06
15,95.91
16,58.01
17,72.94
18,71.9
